,ret,expo,turnover,strat
2018-08-19,-0.03437884502271693,0.6027397260273972,0.6027397260273972,-0.02162560521917185
2018-08-20,0.035997723363027756,0.49589041095890407,0.10684931506849316,0.017690651859474035
2018-08-21,-0.018381172839506132,0.47671232876712333,0.019178082191780743,-0.008791298833079636
2018-08-22,0.025801420870349867,0.41369863013698627,0.06301369863013706,0.010579491921706383
2018-08-23,0.02400456091255032,0.4876712328767123,0.07397260273972606,0.011595374910777966
2018-08-24,0.007782520459048925,0.5315068493150685,0.043835616438356206,0.004070709504261621
2018-08-25,-0.004995812071925454,0.5424657534246575,0.010958904109588996,-0.0027264953157294246
2018-08-26,0.031140298507462694,0.6438356164383562,0.10136986301369866,0.01989717849110612
2018-08-27,0.024240660969452543,0.7095890410958904,0.0657534246575342,0.017102277235858106
2018-08-28,-0.006343881030679177,0.5863013698630137,0.12328767123287665,-0.003904357645384504
2018-08-29,-0.006596294810857883,0.36164383561643837,0.22465753424657536,-0.0027224956576253167
2018-08-30,0.003775319119693421,0.20273972602739726,0.1589041095890411,0.0005270509996090771
2018-08-31,0.026928304814718196,0.3506849315068493,0.14794520547945206,0.009221432921325833
2018-09-01,0.014166646990767973,0.5013698630136987,0.15068493150684936,0.00687670246386449
2018-09-02,-0.005339625664714243,0.6082191780821917,0.10684931506849304,-0.0034079367056618127
2018-09-03,0.01322314959892723,0.610958904109589,0.002739726027397249,0.008074691398796636
2018-09-04,-0.08955763371952397,0.4794520547945206,0.1315068493150684,-0.04313585178333341
2018-09-05,-0.0274611940298507,0.5726027397260274,0.0931506849315068,-0.0158640809650378
2018-09-06,-0.01848830802899326,0.6356164383561643,0.06301369863013695,-0.01184599304856558
2018-09-07,-0.03291199804864009,0.5698630136986301,0.0657534246575342,-0.018853960531827776
2018-09-08,0.010632088665410988,0.6054794520547945,0.03561643835616435,0.006384086561796789
2018-09-09,0.009789131328579836,0.5561643835616438,0.049315068493150704,0.0053703935882238535
2018-09-10,-0.0027075411913815017,0.610958904109589,0.0547945205479452,-0.0017363881799399312
2018-09-11,0.006943705311116544,0.4383561643835616,0.17260273972602735,0.0027849119172017726
2018-09-12,0.023468830754959313,0.5616438356164384,0.12328767123287676,0.012996192615799066
2018-09-13,-0.0016570634061824352,0.610958904109589,0.04931506849315059,-0.001086370245421049
