,ret,expo,turnover,strat
2020-01-01,-0.031777429833896975,0.4927494471311577,0.4927494471311577,-0.016397435152598627
2020-01-02,0.05587319582882522,0.4927494471311577,0.0,0.02753148635410453
2020-01-03,0.0007589682936566255,0.4927494471311577,0.0,0.0003739812070893804
2020-01-04,0.0016638346077599842,0.4927494471311577,0.0,0.0008198535830914188
2020-01-05,0.05519322522326586,0.4927494471311577,0.0,0.027196431214149722
2020-01-06,0.05104769707603252,0.49875019435429707,0.006000747223139369,0.025451047717175792
2020-01-07,-0.014042144819040647,0.49875019435429707,0.0,-0.007003522457647709
2020-01-08,-0.029543386488058765,0.49875019435429707,0.0,-0.014734769752803424
2020-01-09,0.05036903819500482,0.49875019435429707,0.0,0.025121567589197667
2020-01-10,-0.02241219512195114,0.49875019435429707,0.0,-0.01117808667297956
2020-01-11,0.020525883770655007,0.49875019435429707,0.0,0.010237288519907897
2020-01-12,-0.009259530899329627,0.49875019435429707,0.0,-0.00461819283567027
2020-01-13,0.0873570791399394,0.4885046705764768,0.010245523777820287,0.04265897288211258
2020-01-14,-0.0004391220282673469,0.4885046705764768,0.0,-0.00021451316176161463
2020-01-15,-0.011240559553283735,0.4885046705764768,0.0,-0.005491065841672141
2020-01-16,0.02095027066123989,0.4885046705764768,0.0,0.010234305067857018
2020-01-17,0.0017879974765622197,0.4885046705764768,0.0,0.0008734451182795989
2020-01-18,-0.02378955899570412,0.4885046705764768,0.0,-0.0116213106803561
2020-01-19,-0.008213554722535266,0.4885046705764768,0.0,-0.0040123598439939555
2020-01-20,0.010749933044797988,0.4667348118712391,0.021769858705237677,0.004984713189234349
2020-01-21,-0.0071072243398344614,0.4667348118712391,0.0,-0.003317189015179329
2020-01-22,-0.03205779159489508,0.4667348118712391,0.0,-0.014962487329050745
2020-01-23,0.005214574550870932,0.4667348118712391,0.0,0.0024338234719892956
2020-01-24,-0.010998405391510091,0.4667348118712391,0.0,-0.005133338671290085
2020-01-25,0.03133201272585384,0.4667348118712391,0.0,0.014623741065148662
