,score,O102,O103,O080,M115,M106,M107,M109,M110,M105,M015,N003,O046,O049,O113,O115,M096,M088,O066,N004
2005-05-28,,,,,0.3989145183175034,,0.24407582938388628,0.9169630156472262,,0.16545849945632476,,,,,,,,,,
2005-05-29,,,,,0.3983739837398374,,0.24497041420118348,0.9169777777777778,,0.1654485049833887,,,,,,,,,,
2005-05-30,,,,,0.39783491204330174,,0.24586288416075652,0.9169925346605048,,0.16543851171780624,,,,,,,,,,
2005-05-31,,,,,0.3972972972972973,,0.24675324675324672,0.917007286298205,,0.10654104004348613,,,,,,,,,,
2005-06-01,,,,,0.3967611336032389,,0.3596698113207547,0.834044065387349,,0.10653460562869912,,,,,,,,,,
2005-06-02,,,,,0.41509433962264153,,0.5323910482921084,0.9010481435423698,,0.10652817199106226,,,,,,,,,,
2005-06-03,,,,,0.414535666218035,,0.591764705882353,0.9355239786856128,,0.10652173913043478,,,,,,,,,,
2005-06-04,,,,,0.41397849462365593,,0.42773207990599293,0.9168886521044219,,0.10651530704667593,,,,,,,,,,
2005-06-05,,,,,0.4134228187919463,,0.4284037558685446,0.9169034090909091,,0.10650887573964497,,,,,,,,,,
2005-06-06,,,,,0.4128686327077748,,0.42907385697538103,0.9169181608379194,,0.10650244520920123,,,,,,,,,,
2005-06-07,,,,,0.41231593038821956,,0.4426229508196722,0.9057507987220448,,0.10649601545520405,,,,,,,,,,
2005-06-08,,,,,0.4117647058823529,,0.5941520467836257,0.8972493345164153,,0.10648958647751283,,,,,,,,,,
2005-06-09,,,,,0.6542056074766355,,0.5233644859813085,0.874556422995032,,0.10648315827598696,,,,,,,,,,
2005-06-10,,,,,0.6533333333333333,,0.4224037339556592,0.9205251020046124,,0.10647673085048591,,,,,,,,,,
2005-06-11,,,,,0.6524633821571239,,0.22494172494172493,0.9283433841787868,,0.10647030420086914,,,,,,,,,,
2005-06-12,,,,,0.651595744680851,,0.2258440046565774,0.9283560915055861,,0.10646387832699619,,,,,,,,,,
2005-06-13,,,,,0.650730411686587,,0.2267441860465116,0.9283687943262411,,0.10645745322872661,,,,,,,,,,
2005-06-14,,,,,0.649867374005305,,0.22764227642276424,0.9501861372097146,,0.10645102890591998,,,,,,,,,,
2005-06-15,,,,,0.6490066225165563,,0.19489559164733183,0.9399149237858915,,0.10644460535843592,,,,,,,,,,
2005-06-16,,,,,0.5925925925925926,,0.19582850521436845,0.9631401736664894,,0.10643818258613408,,,,,,,,,,
2005-06-17,,,,,0.5918097754293263,,0.2129629629629629,0.9844082211197732,,0.10643176058887414,,,,,,,,,,
2005-06-18,,,,,0.5910290237467019,,0.2809248554913295,0.9613817537643933,,0.10642533936651584,,,,,,,,,,
2005-06-19,,,,,0.5902503293807642,,0.2817551963048499,0.9613885936946511,,0.10641891891891891,,,,,,,,,,
2005-06-20,,,,,0.5894736842105263,,0.28258362168396767,0.9613954312024083,,0.10641249924594318,,,,,,,,,,
2005-06-21,,,,,0.5886990801576872,,0.30645161290322576,0.9615793201133145,,0.10640608034744843,,,,,,,,,,
2005-06-22,,,,,0.5879265091863517,,0.30724971231300346,0.9897326960523987,,0.10639966222329453,,,,,,,,,,
2005-06-23,,,,,0.3302752293577982,,0.34597701149425286,0.9902654867256637,,0.10639324487334137,,,,,,,,,,
2005-06-24,,,,,0.3298429319371728,,0.2996555683122847,0.9159440806936825,,0.10638682829744889,,,,,,,,,,
2005-06-25,,,,,0.32941176470588235,,0.43233944954128445,0.9115357395612173,,0.10638041249547703,,,,,,,,,,
2005-06-26,,,,,0.3289817232375979,,0.4329896907216495,0.9115513886431983,,0.10637399746728578,,,,,,,,,,
2005-06-27,,,,,0.3285528031290743,,0.43363844393592677,0.9115670321896003,,0.10636758321273516,,,,,,,,,,
2005-06-28,,,,,0.328125,,0.5382857142857143,0.8836427939876216,,0.10636116973168526,,,,,,,,,,
2005-06-29,,,,,0.32769830949284784,,0.41324200913242004,0.9524398868458275,,0.10635475702399615,,,,,,,,,,
2005-06-30,,,,,0.5909090909090909,,0.2964652223489168,0.939367155736256,,0.10634834508952794,,,,,,,,,,
2005-07-01,,,,,0.5901426718547341,,0.19476082004555806,0.9213503004595264,,0.13407282372799614,,,,,,,,,,
2005-07-02,,,,,0.5893782383419689,,0.15244596131968147,0.966425163456441,,0.13406474169630478,,,,,,,,,,
2005-07-03,,,,,0.5886157826649417,,0.15340909090909094,0.9664310954063604,,0.13405666063893912,,,,,,,,,,
2005-07-04,,,,,0.5878552971576227,,0.1543700340522134,0.9664370252605546,,0.134048580555723,,,,,,,,,,
2005-07-05,,,,,0.5870967741935483,,0.15532879818594103,0.9664429530201343,,0.13404050144648022,,,,,,,,,,
2005-07-06,,,,,0.586340206185567,,0.15968289920724799,0.9445523574077345,,0.13403242331103477,,,,,,,,,,
2005-07-07,,,,,0.2882882882882883,,0.16628959276018096,0.9020127118644068,,0.13402434614921055,,,,,,,,,,
2005-07-08,,,,,0.2879177377892031,,0.17062146892655372,0.8852603706972639,,0.13401626996083157,,,,,,,,,,
2005-07-09,,,,,0.28754813863928114,,0.15011286681715574,0.9629368160960113,,0.13400819474572187,,,,,,,,,,
2005-07-10,,,,,0.28717948717948716,,0.15107102593010147,0.9629433562731604,,0.1340001205037055,,,,,,,,,,
2005-07-11,,,,,0.28681177976952626,,0.15202702702702697,0.9629498941425547,,0.1339920472346066,,,,,,,,,,
2005-07-12,,,,,0.2864450127877238,,0.17210348706411693,0.9747750926089257,,0.1339839749382493,,,,,,,,,,
2005-07-13,,,,,0.28607918263090676,,0.24494382022471906,0.9927689594356262,,0.13397590361445783,,,,,,,,,,
2005-07-14,,,,,0.9017857142857143,,0.22109988776655443,0.9943572562158349,,0.13396783326305645,,,,,,,,,,
2005-07-15,,,,,0.9006369426751593,,0.18609865470852016,0.9943582510578279,,0.1339597638838694,,,,,,,,,,
2005-07-16,,,,,0.8994910941475827,,0.17805151175811873,0.9978847170809095,,0.13395169547672106,,,,,,,,,,
2005-07-17,,,,,0.8983481575603558,,0.17897091722595082,0.99788508988368,,0.1339436280414358,,,,,,,,,,
2005-07-18,,,,,0.8972081218274112,,0.17988826815642456,0.997885462555066,,0.133935561577838,,,,,,,,,,
2005-07-19,,,,,0.8960709759188846,,0.1428571428571429,0.9947145877378436,,0.13392749608575213,,,,,,,,,,
2005-07-20,,,,,0.8949367088607595,,0.1583054626532887,0.9971816100052845,,0.13391943156500272,,,,,,,,,,
2005-07-21,,,,,0.3274336283185841,,0.18262806236080176,0.9980626981331455,,0.13391136801541426,,,,,,,,,,
2005-07-22,,,,,0.32702020202020204,,0.14349276974416014,0.9899630216587427,,0.13390330543681137,,,,,,,,,,
2005-07-23,,,,,0.3266078184110971,,0.14888888888888885,0.9966549295774648,,0.13389524382901866,,,,,,,,,,
2005-07-24,,,,,0.3261964735516373,,0.14983351831298553,0.9966555183946488,,0.13388718319186083,,,,,,,,,,
2005-07-25,,,,,0.32578616352201256,,0.1507760532150776,0.9966561070045759,,0.13387912352516254,,,,,,,,,,
2005-07-26,,,,,0.32537688442211055,,0.12070874861572534,0.9855710012317438,,0.13387106482874858,,,,,,,,,,
2005-07-27,,,,,0.32496863237139273,,0.11172566371681414,0.9885643912737508,,0.13386300710244373,,,,,,,,,,
2005-07-28,,,,,0.6228070175438597,,0.10276243093922655,0.9971855760773967,,0.13385495034607284,,,,,,,,,,
2005-07-29,,,,,0.6220275344180225,,0.16666666666666663,0.9964825888146325,,0.13384689455946075,,,,,,,,,,
2005-07-30,,,,,0.62125,,0.14663726571113567,0.9505890627747494,,0.13383883974243244,,,,,,,,,,
2005-07-31,,,,,0.6204744069912609,,0.14757709251101325,0.9505977496483826,,0.15025875556625345,,,,,,,,,,
2005-08-01,,,,,0.6197007481296758,,0.14851485148514854,0.9506064334680964,,0.15024971418256214,,,,,,,,,,
2005-08-02,,,,,0.6189290161892902,,0.10989010989010994,0.9133567662565905,,0.15024067388688328,,,,,,,,,,
2005-08-03,,,,,0.6181592039800995,,0.1405049396267838,0.9360393603936039,,0.1502316346790205,,,,,,,,,,
2005-08-04,,,,,0.3739130434782609,,0.2225877192982456,0.9300773014757554,,0.1502225965587775,,,,,,,,,,
2005-08-05,,,,,0.37344913151364767,,0.19496166484118294,0.8779202529422098,,0.15021355952595802,,,,,,,,,,
2005-08-06,,,,,0.37298636926889717,,0.15098468271334797,0.8812785388127854,,0.15020452358036573,,,,,,,,,,
2005-08-07,,,,,0.3725247524752475,,0.15191256830601096,0.8812993854258121,,0.15019548872180452,,,,,,,,,,
2005-08-08,,,,,0.3720642768850433,,0.15283842794759828,0.8813202247191011,,0.15018645495007818,,,,,,,,,,
2005-08-09,,,,,0.37160493827160496,,0.17775354416575795,0.8295594172371423,,0.15017742226499067,,,,,,,,,,
2005-08-10,,,,,0.3711467324290999,,0.1612200435729847,0.8882063882063882,,0.15016839066634594,,,,,,,,,,
2005-08-11,,,,,0.6551724137931034,,0.18715995647442873,0.8906825758905071,,0.15015936015394793,,,,,,,,,,
2005-08-12,,,,,0.6543665436654367,,0.2663043478260869,0.8868421052631579,,0.15015033072760073,,,,,,,,,,
2005-08-13,,,,,0.6535626535626535,,0.505971769815418,0.8617786353271356,,0.1501413023871084,,,,,,,,,,
2005-08-14,,,,,0.652760736196319,,0.5065075921908894,0.8618028761837951,,0.15013227513227514,,,,,,,,,,
2005-08-15,,,,,0.6519607843137255,,0.5070422535211268,0.8618271085393653,,0.15012324896290508,,,,,,,,,,
2005-08-16,,,,,0.6511627906976745,,0.5075757575757576,0.8991935483870968,,0.15011422387880247,,,,,,,,,,
2005-08-17,,,,,0.6503667481662592,,0.6572972972972972,0.8057843996494303,,0.15010519987977156,,,,,,,,,,
2005-08-18,,,,,0.23931623931623933,,0.458963282937365,0.8221170697511392,,0.15009617696561672,,,,,,,,,,
2005-08-19,,,,,0.23902439024390243,,0.5124056094929881,0.812686174872963,,0.15008715513614232,,,,,,,,,,
2005-08-20,,,,,0.2387332521315469,,0.6433189655172413,0.812718990889979,,0.15007813439115278,,,,,,,,,,
2005-08-21,,,,,0.2384428223844282,,0.643702906350915,0.8127517954107549,,0.15006911473045256,,,,,,,,,,
2005-08-22,,,,,0.23815309842041313,,0.6440860215053763,0.812784588441331,,0.15006009615384616,,,,,,,,,,
2005-08-23,,,,,0.23786407766990292,,0.4865735767991407,0.812817369987743,,0.15005107866113815,,,,,,,,,,
2005-08-24,,,,,0.23757575757575758,,0.6233905579399142,0.8186274509803921,,0.15004206225213315,,,,,,,,,,
2005-08-25,,,,,0.5508474576271186,,0.6237942122186495,0.7708734465254683,,0.15003304692663583,,,,,,,,,,
2005-08-26,,,,,0.5501813784764208,,0.6841541755888652,0.7950647532376619,,0.15002403268445086,,,,,,,,,,
2005-08-27,,,,,0.5495169082125604,,0.5358288770053476,0.7956255468066492,,0.150015019525383,,,,,,,,,,
2005-08-28,,,,,0.548854041013269,,0.5363247863247863,0.7956613016095171,,0.15000600744923706,,,,,,,,,,
2005-08-29,,,,,0.5481927710843374,,0.536819637139808,0.7956970439041455,,0.14999699645581788,,,,,,,,,,
2005-08-30,,,,,0.5475330926594465,,0.7036247334754797,0.8050017488632388,,0.1499879865449303,,,,,,,,,,
2005-08-31,,,,,0.546875,,0.8690095846645367,0.800139884595209,,0.15916871884197248,,,,,,,,,,
2005-09-01,,,,,0.2605042016806723,,0.9382978723404255,0.8716783216783217,,0.15915915915915915,,,,,,,,,,
2005-09-02,,,,,0.26019184652278177,,0.9171094580233794,0.833595525257822,,0.1591496006245871,,,,,,,,,,
2005-09-03,,,,,0.25988023952095807,,0.9384288747346072,0.8028661307235232,,0.15914004323804948,,,,,,,,,,
2005-09-04,,,,,0.2595693779904306,,0.9384941675503712,0.8029005766206535,,0.15913048699933946,,,,,,,,,,
2005-09-05,,,,,0.25925925925925924,,0.9385593220338984,0.8029350104821803,,0.15912093190825027,,,,,,,,,,
2005-09-06,,,,,0.25894988066825775,,0.9386243386243386,0.8029694323144105,,0.1591113779645752,,,,,,,,,,
2005-09-07,,,,,0.2586412395709178,,0.9418604651162791,0.8470136220747467,,0.15910182516810759,,,,,,,,,,
2005-09-08,,,,,0.4083333333333333,,0.9271383315733897,0.8774227344159246,,0.1590922735186408,,,,,,,,,,
2005-09-09,,,,,0.40784780023781214,,0.9335443037974683,0.8468924581005587,,0.1590827230159683,,,,,,,,,,
2005-09-10,,,,,0.40736342042755347,,0.9599578503688093,0.9209286088322569,,0.15907317365988355,,,,,,,,,,
2005-09-11,,,,,0.4068801897983393,,0.96,0.9209424083769634,,0.15906362545018007,,,,,,,,,,
2005-09-12,,,,,0.40639810426540285,,0.9600420609884333,0.9209562031059152,,0.15905407838665145,,,,,,,,,,
2005-09-13,,,,,0.4059171597633136,,0.884453781512605,0.9445219818562456,,0.15904453246909134,,,,,,,,,,
2005-09-14,,,,,0.40543735224586286,,0.857292759706191,0.8885400313971743,,0.1590349876972934,,,,,,,,,,
2005-09-15,,,,,0.4628099173553719,,0.8574423480083857,0.84635507499128,,0.15902544407105138,,,,,,,,,,
2005-09-16,,,,,0.46226415094339623,,0.7727748691099476,0.8798605056669573,,0.15901590159015902,,,,,,,,,,
2005-09-17,,,,,0.4617196702002356,,0.7897489539748954,0.9762900976290098,,0.15900636025441017,,,,,,,,,,
2005-09-18,,,,,0.4611764705882353,,0.7899686520376176,0.9762942304340247,,0.15899682006359872,,,,,,,,,,
2005-09-19,,,,,0.4606345475910693,,0.7901878914405011,0.9762983617985361,,0.1589872810175186,,,,,,,,,,
2005-09-20,,,,,0.460093896713615,,0.7705943691345152,0.9093918801184875,,0.15897774311596377,,,,,,,,,,
2005-09-21,,,,,0.45955451348182885,,0.659375,0.8670731707317073,,0.15896820635872824,,,,,,,,,,
2005-09-22,,,,,0.5819672131147541,,0.7981269510926119,0.7860999825814318,,0.15895867074560613,,,,,,,,,,
2005-09-23,,,,,0.5812865497076023,,0.7983367983367984,0.8180076628352491,,0.15894913627639157,,,,,,,,,,
2005-09-24,,,,,0.580607476635514,,0.6168224299065421,0.8439839804979976,,0.15893960295087867,,,,,,,,,,
2005-09-25,,,,,0.5799299883313885,,0.6172199170124482,0.8440111420612814,,0.1589300707688617,,,,,,,,,,
2005-09-26,,,,,0.5792540792540792,,0.6176165803108808,0.8440382941688425,,0.15892053973013492,,,,,,,,,,
2005-09-27,,,,,0.5785797438882422,,0.45859213250517594,0.8372781065088757,,0.1589110098344927,,,,,,,,,,
2005-09-28,,,,,0.577906976744186,,0.5015511892450879,0.8580128762832783,,0.15890148108172933,,,,,,,,,,
2005-09-29,,,,,0.2601626016260163,,0.5413223140495868,0.8676061238691719,,0.15889195347163929,,,,,,,,,,
2005-09-30,,,,,0.25986078886310904,,0.3395252837977296,0.9003304922595234,,0.15888242700401703,,,,,,,,,,
2005-10-01,,,,,0.25955967555040554,,0.21443298969072166,0.924,,0.15341726618705037,,,,,,,,,,
2005-10-02,,,,,0.25925925925925924,,0.21524201853759006,0.9240132150930273,,0.1534080690606079,,,,,,,,,,
2005-10-03,,,,,0.2589595375722543,,0.21604938271604934,0.9240264255910987,,0.15339887303680613,,,,,,,,,,
2005-10-04,,,,,0.2586605080831409,,0.14491264131551906,0.8818007995828263,,0.15338967811544688,,,,,,,,,,
2005-10-05,,,,,0.25836216839677045,,0.10369609856262829,0.8260340632603407,,0.1533804842963318,,,,,,,,,,
2005-10-06,,,,,0.5887096774193549,,0.1497435897435897,0.7433536055603822,,0.1533712915792628,,,,,,,,,,
2005-10-07,,,,,0.5880322209436134,,0.1465163934426229,0.7138637943015984,,0.1533620999640417,,,,,,,,,,
2005-10-08,,,,,0.5873563218390805,,0.14738996929375636,0.7403161368768456,,0.15335290945047042,,,,,,,,,,
2005-10-09,,,,,0.5866819747416763,,0.1482617586912065,0.7403612365404655,,0.15334372003835092,,,,,,,,,,
2005-10-10,,,,,0.5860091743119266,,0.1491317671092952,0.7404063205417607,,0.15333453172748518,,,,,,,,,,
2005-10-11,,,,,0.5853379152348225,,0.15000000000000002,0.6777777777777778,,0.15332534451767527,,,,,,,,,,
2005-10-12,,,,,0.5846681922196796,,0.10397553516819569,0.6721055372331193,,0.15331615840872326,,,,,,,,,,
2005-10-13,,,,,0.12,,0.10794297352342164,0.6327664005553627,,0.15330697340043134,,,,,,,,,,
2005-10-14,,,,,0.11986301369863013,,0.10172939979654116,0.6140898837411071,,0.1532977894926017,,,,,,,,,,
2005-10-15,,,,,0.11972633979475485,,0.09247967479674801,0.720853573907009,,0.15328860668503655,,,,,,,,,,
2005-10-16,,,,,0.11958997722095673,,0.09340101522842637,0.7209019947961839,,0.1532794249775382,,,,,,,,,,
2005-10-17,,,,,0.11945392491467577,,0.09432048681541583,0.7209503988900451,,0.15327024436990896,,,,,,,,,,
2005-10-18,,,,,0.11931818181818182,,0.15096251266464034,0.7352176174787585,,0.15326106486195124,,,,,,,,,,
2005-10-19,,,,,0.1191827468785471,,0.18218623481781382,0.6907073509015257,,0.1532518864534675,,,,,,,,,,
2005-10-20,,,,,0.7301587301587301,,0.1567239635995955,0.8032587970185474,,0.15324270914426014,,,,,,,,,,
2005-10-21,,,,,0.7293318233295584,,0.1898989898989899,0.638474870017331,,0.15323353293413175,,,,,,,,,,
2005-10-22,,,,,0.7285067873303167,,0.16649848637739662,0.6373245538035003,,0.15322435782288485,,,,,,,,,,
2005-10-23,,,,,0.727683615819209,,0.16733870967741937,0.6373873873873874,,0.15321518381032212,,,,,,,,,,
2005-10-24,,,,,0.7268623024830699,,0.16817724068479356,0.6374501992031872,,0.1532060108962462,,,,,,,,,,
2005-10-25,,,,,0.7260428410372041,,0.12072434607645877,0.7296501558711466,,0.15319683908045978,,,,,,,,,,
2005-10-26,,,,,0.7252252252252253,,0.09045226130653261,0.745974025974026,,0.15318766836276565,,,,,,,,,,
2005-10-27,,,,,0.1889763779527559,,0.10843373493975905,0.7408240997229917,,0.1531784987429666,,,,,,,,,,
2005-10-28,,,,,0.18876404494382024,,0.13941825476429293,0.6460100398130517,,0.1531693302208655,,,,,,,,,,
2005-10-29,,,,,0.18855218855218855,,0.10921843687374755,0.7623745240567671,,0.15316016279626526,,,,,,,,,,
2005-10-30,,,,,0.18834080717488788,,0.11011011011011007,0.7624156428447828,,0.15315099646896882,,,,,,,,,,
2005-10-31,,,,,0.1881298992161254,,0.11099999999999999,0.7624567474048443,,0.1677438659485338,,,,,,,,,,
2005-11-01,,,,,0.18791946308724833,,0.1398601398601399,0.6908839301158969,,0.16773382801747352,,,,,,,,,,
2005-11-02,,,,,0.1877094972067039,,0.16367265469061876,0.7220684884123141,,0.16772379128769746,,,,,,,,,,
2005-11-03,,,,,0.359375,,0.20039880358923234,0.8052913712605914,,0.16771375575899,,,,,,,,,,
2005-11-04,,,,,0.358974358974359,,0.21513944223107573,0.8393845089903181,,0.16770372143113557,,,,,,,,,,
2005-11-05,,,,,0.3585746102449889,,0.18606965174129353,0.8293863439930855,,0.16769368830391865,,,,,,,,,,
2005-11-06,,,,,0.3581757508342603,,0.18687872763419489,0.8294158313169719,,0.1676836563771237,,,,,,,,,,
2005-11-07,,,,,0.35777777777777775,,0.1876861966236345,0.8294453084499741,,0.1676736256505354,,,,,,,,,,
2005-11-08,,,,,0.35738068812430634,,0.2599206349206349,0.8350034554250173,,0.16766359612393827,,,,,,,,,,
2005-11-09,,,,,0.35698447893569846,,0.26461843409316155,0.8357229227845915,,0.16765356779711704,,,,,,,,,,
2005-11-10,,,,,0.14728682170542637,,0.21188118811881185,0.8542314335060449,,0.16764354066985646,,,,,,,,,,
2005-11-11,,,,,0.14712389380530974,,0.26607319485657766,0.9255741668105681,,0.16763351474194127,,,,,,,,,,
2005-11-12,,,,,0.14696132596685083,,0.26679841897233203,0.9454419889502762,,0.16762349001315632,,,,,,,,,,
2005-11-13,,,,,0.1467991169977925,,0.2675222112537019,0.9454514068703608,,0.16761346648328648,,,,,,,,,,
2005-11-14,,,,,0.1466372657111356,,0.26824457593688367,0.9454608215395236,,0.16760344415211673,,,,,,,,,,
2005-11-15,,,,,0.14647577092511013,,0.19605911330049264,0.905090595340811,,0.16759342301943198,,,,,,,,,,
2005-11-16,,,,,0.14631463146314633,,0.22834645669291342,0.8999309868875086,,0.16758340308501735,,,,,,,,,,
2005-11-17,,,,,0.6846153846153846,,0.24778761061946908,0.8977057098499224,,0.16757338434865787,,,,,,,,,,
2005-11-18,,,,,0.6838638858397366,,0.25245579567779963,0.9741290100034494,,0.1675633668101387,,,,,,,,,,
2005-11-19,,,,,0.6831140350877193,,0.20804710500490675,0.9836178651491636,,0.16755335046924502,,,,,,,,,,
2005-11-20,,,,,0.6823658269441402,,0.20882352941176474,0.9836206896551725,,0.1675433353257621,,,,,,,,,,
2005-11-21,,,,,0.6816192560175055,,0.20959843290891278,0.9836235131873815,,0.16753332137947521,,,,,,,,,,
2005-11-22,,,,,0.6808743169398908,,0.2142857142857143,0.9924164081351258,,0.16752330863016973,,,,,,,,,,
2005-11-23,,,,,0.6801310043668122,,0.23558162267839688,0.9958642081681889,,0.16751329707763102,,,,,,,,,,
2005-11-24,,,,,0.4961832061068702,,0.22265625,0.9901791867677464,,0.16750328672164455,,,,,,,,,,
2005-11-25,,,,,0.49564270152505446,,0.22341463414634144,0.9901808785529715,,0.1674932775619958,,,,,,,,,,
2005-11-26,,,,,0.49510337323177367,,0.4522417153996101,0.990699276610403,,0.16748326959847037,,,,,,,,,,
2005-11-27,,,,,0.4945652173913043,,0.4527750730282376,0.9907008782503874,,0.1674732628308538,,,,,,,,,,
2005-11-28,,,,,0.494028230184582,,0.453307392996109,0.9907024793388429,,0.16746325725893177,,,,,,,,,,
2005-11-29,,,,,0.49349240780911063,,0.4897959183673469,0.9270098123601308,,0.16745325288249,,,,,,,,,,
2005-11-30,,,,,0.49295774647887325,,0.28834951456310676,0.923235800344234,,0.16744324970131422,,,,,,,,,,
2005-12-01,,,,,0.8409090909090909,,0.26673132880698347,0.9117191533298916,,0.14730302849292157,,,,,,,,,,
2005-12-02,,,,,0.84,,0.22868217054263562,0.9724707501720579,,0.14729423008003822,,,,,,,,,,
2005-12-03,,,,,0.8390928725701944,,0.21297192642788,0.9869258558403579,,0.14728543271815087,,,,,,,,,,
2005-12-04,,,,,0.8381877022653722,,0.21373307543520315,0.9869281045751634,,0.1472766364070712,,,,,,,,,,
2005-12-05,,,,,0.8372844827586207,,0.21449275362318843,0.9869303525365434,,0.14726784114661093,,,,,,,,,,
2005-12-06,,,,,0.8363832077502691,,0.23166023166023164,0.9446354883081155,,0.14725904693658187,,,,,,,,,,
2005-12-07,,,,,0.8354838709677419,,0.2989392478302797,0.9503180333505243,,0.14725025377679585,,,,,,,,,,
2005-12-08,,,,,0.518796992481203,,0.2601156069364162,0.9020281883808869,,0.14724146166706473,,,,,,,,,,
2005-12-09,,,,,0.5182403433476395,,0.2714148219441771,0.8977487540814573,,0.14723267060720044,,,,,,,,,,
2005-12-10,,,,,0.5176848874598071,,0.19999999999999996,0.9374570446735395,,0.14722388059701494,,,,,,,,,,
2005-12-11,,,,,0.5171306209850107,,0.2007684918347743,0.9374677890396839,,0.1472150916363202,,,,,,,,,,
2005-12-12,,,,,0.5165775401069519,,0.20153550863723613,0.9374785297148747,,0.14720630372492838,,,,,,,,,,
2005-12-13,,,,,0.5160256410256411,,0.31543624161073824,0.9550060106474326,,0.14719751686265148,,,,,,,,,,
2005-12-14,,,,,0.5154749199573105,,0.30268199233716475,0.982657967032967,,0.14718873104930166,,,,,,,,,,
2005-12-15,,,,,0.5074626865671642,,0.5377990430622009,0.9965665236051502,,0.14717994628469114,,,,,,,,,,
2005-12-16,,,,,0.5069222577209798,,0.4608030592734226,0.994335736354274,,0.14717116256863214,,,,,,,,,,
2005-12-17,,,,,0.5063829787234042,,0.38299904489016234,0.9945083233224644,,0.14716237990093692,,,,,,,,,,
2005-12-18,,,,,0.5058448459086079,,0.38358778625954193,0.9945092656142759,,0.14715359828141783,,,,,,,,,,
2005-12-19,,,,,0.505307855626327,,0.3841754051477597,0.9945102075827758,,0.14714481770988722,,,,,,,,,,
2005-12-20,,,,,0.5047720042417816,,0.34571428571428575,0.9615780445969125,,0.14713603818615753,,,,,,,,,,
2005-12-21,,,,,0.5042372881355932,,0.39200761179828736,0.9747899159663865,,0.14712725971004117,,,,,,,,,,
2005-12-22,,,,,0.42962962962962964,,0.35741444866920147,0.9915980795610425,,0.1471184822813507,,,,,,,,,,
2005-12-23,,,,,0.42917547568710357,,0.32098765432098764,0.9979427395851191,,0.14710970589989858,,,,,,,,,,
2005-12-24,,,,,0.42872228088701164,,0.4838709677419355,0.9979430922180322,,0.1471009305654975,,,,,,,,,,
2005-12-25,,,,,0.4282700421940928,,0.4843601895734597,0.9979434447300771,,0.14709215627796005,,,,,,,,,,
2005-12-26,,,,,0.42781875658587987,,0.48484848484848486,0.997943797121316,,0.1470833830370989,,,,,,,,,,
2005-12-27,,,,,0.42736842105263156,,0.4853358561967833,0.9979441493918109,,0.14707461084272677,,,,,,,,,,
2005-12-28,,,,,0.42691903259726605,,0.46313799621928164,0.9460431654676259,,0.14706583969465647,,,,,,,,,,
2005-12-29,,,,,0.9926470588235294,,0.35694050991501414,0.9609522178455215,,0.14705706959270082,,,,,,,,,,
2005-12-30,,,,,0.9916054564533053,,0.5443396226415094,0.9410958904109589,,0.14704830053667262,,,,,,,,,,
2005-12-31,,,,,0.9905660377358491,,0.5815268614514608,0.906351652114364,,0.16158845626378868,,,,,,,,,,
2006-01-01,,,,,0.9895287958115183,,0.5819209039548023,0.906367682300582,,0.1615788218459337,,,,,,,,,,
2006-01-02,,,,,0.9884937238493724,,0.5823142050799623,0.9063837069998288,,0.16156918857687952,,,,,,,,,,
2006-01-03,,,,,0.987460815047022,,0.5827067669172932,0.9063997262149213,,0.16155955645642064,,,,,,,,,,
2006-01-04,,,,,0.9864300626304802,,0.7089201877934272,0.9775876817792986,,0.1615499254843517,,,,,,,,,,
2006-01-05,,,,,0.8832116788321168,,0.7636022514071295,0.9603147451248717,,0.16154029566046735,,,,,,,,,,
2006-01-06,,,,,0.8822916666666667,,0.7169634489222119,0.9632290063280314,,0.1615306669845622,,,,,,,,,,
2006-01-07,,,,,0.8813735691987513,,0.5917602996254682,0.9852941176470589,,0.16152103945643104,,,,,,,,,,
2006-01-08,,,,,0.8804573804573804,,0.5921421889616464,0.9852966319028894,,0.16151141307586864,,,,,,,,,,
2006-01-09,,,,,0.8795430944963655,,0.5925233644859813,0.9852991452991453,,0.16150178784266986,,,,,,,,,,
2006-01-10,,,,,0.8786307053941909,,0.7301587301587302,0.9779524867544009,,0.16149216375662953,,,,,,,,,,
2006-01-11,,,,,0.877720207253886,,0.6305970149253731,0.9894053315105946,,0.1614825408175426,,,,,,,,,,
2006-01-12,,,,,0.9782608695652174,,0.6943150046598323,0.9880403212028019,,0.16147291902520408,,,,,,,,,,
2006-01-13,,,,,0.9772492244053774,,0.7932960893854748,0.97198496754356,,0.16146329837940895,,,,,,,,,,
2006-01-14,,,,,0.9762396694214877,,0.8269767441860465,0.969598633646456,,0.16145367887995235,,,,,,,,,,
2006-01-15,,,,,0.9752321981424149,,0.8271375464684014,0.969603825136612,,0.16144406052662932,,,,,,,,,,
2006-01-16,,,,,0.9742268041237113,,0.8272980501392757,0.9696090148540208,,0.16143444331923512,,,,,,,,,,
2006-01-17,,,,,0.9732234809474768,,0.8274582560296846,0.9696142027995903,,0.16142482725756493,,,,,,,,,,
2006-01-18,,,,,0.9722222222222222,,0.7590361445783133,0.9165386584741424,,0.161415212341414,,,,,,,,,,
2006-01-19,,,,,0.2949640287769784,,0.7592592592592593,0.8890784982935154,,0.16140559857057774,,,,,,,,,,
2006-01-20,,,,,0.2946611909650924,,0.7345050878815911,0.9114485582665074,,0.1613959859448514,,,,,,,,,,
