,score,T102,T108,T110
2016-09-22,,,,0.6588785046728972
2016-09-23,,,,0.4149184149184149
2016-09-24,,,,0.6395348837209303
2016-09-25,,,,0.7726218097447796
2016-09-26,,,,0.7222222222222222
2016-09-27,,,,0.47344110854503463
2016-09-28,,,,0.3456221198156682
2016-09-29,,,,0.3264367816091954
2016-09-30,,,,0.286697247706422
2016-10-01,,,,0.40045766590389015
2016-10-02,,,,0.682648401826484
2016-10-03,,,,0.7562642369020501
2016-10-04,,,,0.7818181818181819
2016-10-05,,,,0.8117913832199547
2016-10-06,,,,0.8054298642533937
2016-10-07,,,,0.7990970654627539
2016-10-08,,,,0.8220720720720721
2016-10-09,,,,0.9101123595505618
2016-10-10,,,,0.8923766816143498
2016-10-11,,,,0.825503355704698
2016-10-12,,,,0.6339285714285714
2016-10-13,,,,0.5545657015590201
2016-10-14,,,,0.29777777777777775
2016-10-15,,,,0.36363636363636365
2016-10-16,,,,0.4668141592920354
2016-10-17,,,,0.6887417218543046
2016-10-18,,,,0.45594713656387664
2016-10-19,,,,0.35824175824175825
2016-10-20,,,,0.14473684210526316
2016-10-21,,,,0.3041575492341357
2016-10-22,,,,0.10698689956331878
2016-10-23,,,,0.28104575163398693
2016-10-24,,,,0.24782608695652175
2016-10-25,,,,0.544468546637744
2016-10-26,,,,0.29653679653679654
2016-10-27,,,,0.6436285097192225
2016-10-28,,,,0.7586206896551724
2016-10-29,,,,0.8946236559139785
2016-10-30,,,,0.6094420600858369
2016-10-31,,,,0.31049250535331907
2016-11-01,,,,0.36752136752136755
2016-11-02,,,,0.5373134328358209
2016-11-03,,,,0.823404255319149
2016-11-04,,,,0.8067940552016986
2016-11-05,,,,0.8389830508474576
2016-11-06,,,,0.904862579281184
2016-11-07,,,,0.9029535864978903
2016-11-08,,,,0.8463157894736842
2016-11-09,,,,0.42436974789915966
2016-11-10,,,,0.1278825995807128
2016-11-11,,,,0.07740585774058577
2016-11-12,,,,0.19624217118997914
2016-11-13,,,,0.5375
2016-11-14,,,,0.7837837837837838
2016-11-15,,,,0.7323651452282157
2016-11-16,,,,0.4886128364389234
2016-11-17,,,,0.045454545454545456
2016-11-18,,,,0.030927835051546393
2016-11-19,,,,0.02880658436213992
2016-11-20,,,,0.3921971252566735
2016-11-21,,,,0.3975409836065574
2016-11-22,,,,0.23517382413087934
2016-11-23,,,,0.08571428571428572
2016-11-24,,,,0.1975560081466395
2016-11-25,,,,0.5203252032520326
2016-11-26,,,,0.7870182555780934
2016-11-27,,,,0.7631578947368421
2016-11-28,,,,0.6242424242424243
2016-11-29,,,,0.3387096774193548
2016-11-30,,,,0.2655935613682093
2016-12-01,,,,0.4036144578313253
2016-12-02,,,,0.25851703406813625
2016-12-03,,,,0.602
2016-12-04,,,,0.7964071856287425
2016-12-05,,,,0.8685258964143426
2016-12-06,,,,0.6361829025844931
2016-12-07,,,,0.2876984126984127
2016-12-08,,,,0.24158415841584158
2016-12-09,,,,0.4209486166007905
2016-12-10,,,,0.6153846153846154
2016-12-11,,,,0.6850393700787402
2016-12-12,,,,0.5834970530451866
2016-12-13,,,,0.40588235294117647
2016-12-14,,,,0.3013698630136986
2016-12-15,,,,0.2109375
2016-12-16,,,,0.15594541910331383
2016-12-17,,,,0.14007782101167315
2016-12-18,,,,0.21941747572815534
2016-12-19,,,,0.22093023255813954
2016-12-20,,,,0.23404255319148937
2016-12-21,,,,0.22007722007722008
2016-12-22,,,,0.08285163776493257
2016-12-23,,,,0.17692307692307693
2016-12-24,,,,0.0710172744721689
2016-12-25,,,,0.5134099616858238
2016-12-26,,,,0.6042065009560229
2016-12-27,,,,0.3988549618320611
2016-12-28,,,,0.38476190476190475
2016-12-29,,,,0.188212927756654
2016-12-30,,,,0.5104364326375711
2016-12-31,,,,0.5833333333333334
2017-01-01,,,,0.2948960302457467
2017-01-02,,,,0.18490566037735848
2017-01-03,,,,0.007532956685499058
2017-01-04,,,,0.10714285714285714
2017-01-05,,,,0.21388367729831145
2017-01-06,,,,0.8689138576779026
2017-01-07,,,,0.4691588785046729
2017-01-08,,,,0.9123134328358209
2017-01-09,,,,0.957169459962756
2017-01-10,,,,0.9479553903345725
2017-01-11,,,,0.987012987012987
2017-01-12,,,,0.9796296296296296
2017-01-13,,,,0.988909426987061
2017-01-14,,,,0.9446494464944649
2017-01-15,,,,0.9852670349907919
2017-01-16,,,,0.9742647058823529
2017-01-17,,,,0.8330275229357799
2017-01-18,,,,0.28205128205128205
2017-01-19,,,,0.22851919561243145
2017-01-20,,,,0.16058394160583941
2017-01-21,,,,0.29508196721311475
2017-01-22,,,,0.5781818181818181
2017-01-23,,,,0.5063520871143375
2017-01-24,,,,0.43478260869565216
2017-01-25,,,,0.189873417721519
2017-01-26,,,,0.44765342960288806
2017-01-27,,,,0.6054054054054054
2017-01-28,,,,0.7733812949640287
2017-01-29,,,,0.8348294434470377
2017-01-30,,,,0.7992831541218638
2017-01-31,,,,0.7817531305903399
2017-02-01,,,,0.875
2017-02-02,,,,0.7771836007130125
2017-02-03,,,,0.5587188612099644
2017-02-04,,,,0.2291296625222025
2017-02-05,,,,0.5124113475177305
2017-02-06,,,,0.3893805309734513
2017-02-07,,,,0.3498233215547703
2017-02-08,,,,0.3862433862433862
2017-02-09,,,,0.8098591549295775
2017-02-10,,,,0.9068541300527241
2017-02-11,,,,0.9140350877192982
2017-02-12,,,,0.9229422066549913
2017-02-13,,,,0.8409090909090909
2017-02-14,,,,0.8219895287958116
2017-02-15,,,,0.5871080139372822
2017-02-16,,,,0.7495652173913043
2017-02-17,,,,0.6163194444444444
2017-02-18,,,,0.7261698440207972
2017-02-19,,,,0.7820069204152249
2017-02-20,,,,0.8635578583765112
2017-02-21,,,,0.8224137931034483
2017-02-22,,,,0.4612736660929432
2017-02-23,,,,0.16666666666666666
2017-02-24,,,,0.274442538593482
2017-02-25,,,,0.5667808219178082
2017-02-26,,,,0.8017094017094017
2017-02-27,,,,0.6279863481228669
2017-02-28,,,,0.5383304940374787
2017-03-01,,,,0.44047619047619047
2017-03-02,,,,0.7894736842105263
2017-03-03,,,,0.8559322033898306
2017-03-04,,,,0.9543147208121827
2017-03-05,,,,0.9256756756756757
2017-03-06,,,,0.9156829679595279
2017-03-07,,,,0.7188552188552189
2017-03-08,,,,0.5109243697478991
2017-03-09,,,,0.5285234899328859
2017-03-10,,,,0.08542713567839195
2017-03-11,,,,0.479933110367893
2017-03-12,,,,0.5809682804674458
2017-03-13,,,,0.8833333333333333
2017-03-14,,,,0.6256239600665557
2017-03-15,,,,0.47840531561461797
2017-03-16,,,,0.46102819237147596
2017-03-17,,,,0.3344370860927152
2017-03-18,,,,0.16859504132231404
2017-03-19,,,,0.14521452145214522
2017-03-20,,,,0.6161449752883031
2017-03-21,,,,0.5888157894736842
2017-03-22,,,,0.35960591133004927
2017-03-23,,,,0.021311475409836064
2017-03-24,,,,0.10474631751227496
2017-03-25,,,,0.576797385620915
2017-03-26,,,,0.9755301794453507
2017-03-27,,,,0.9397394136807817
2017-03-28,,,,0.8292682926829268
2017-03-29,,,,0.5974025974025974
2017-03-30,,,,0.8249594813614263
2017-03-31,,,,0.988673139158576
2017-04-01,,,,0.9886914378029079
2017-04-02,,,,1.0
2017-04-03,,,,0.9967793880837359
2017-04-04,,,,0.9903536977491961
2017-04-05,,,,0.3852327447833066
2017-04-06,,,,0.14423076923076922
2017-04-07,,,,0.224
2017-04-08,,,,0.2955271565495208
2017-04-09,,,,0.42902711323763953
2017-04-10,,,,0.3184713375796178
2017-04-11,,,,0.5087440381558028
2017-04-12,,,,0.39365079365079364
2017-04-13,,,,0.5388272583201268
2017-04-14,,,,0.4778481012658228
2017-04-15,,,,0.6303317535545023
2017-04-16,,,,0.9100946372239748
2017-04-17,,,,0.9700787401574803
2017-04-18,,,,0.9339622641509434
2017-04-19,,,,0.869701726844584
2017-04-20,,,,0.5501567398119123
2017-04-21,,,,0.7730829420970265
2017-04-22,,,,0.840625
2017-04-23,,,,0.9344773790951638
2017-04-24,,,,0.9190031152647975
2017-04-25,,,,0.9004665629860031
2017-04-26,,,,0.9006211180124224
2017-04-27,,,,0.9751937984496124
2017-04-28,,,,0.9891640866873065
2017-04-29,,,,0.9969088098918083
2017-04-30,,,,1.0
2017-05-01,,,,1.0
2017-05-02,,,,0.9984615384615385
2017-05-03,,,,0.9969278033794163
2017-05-04,,,,0.9892638036809815
2017-05-05,,,,0.9938744257274119
2017-05-06,,,,0.9923547400611621
2017-05-07,,,,0.9984732824427481
2017-05-08,,,,1.0
2017-05-09,,,,0.9939117199391172
2017-05-10,,,,0.9802431610942249
2017-05-11,,,,0.8179059180576631
2017-05-12,,,,0.8681818181818182
2017-05-13,,,,0.7881996974281392
2017-05-14,,,,0.8700906344410876
2017-05-15,,,,0.9743589743589743
2017-05-16,,,,0.9969879518072289
2017-05-17,,,,0.9984962406015038
2017-05-18,,,,0.9894894894894894
2017-05-19,0.4949956340511063,0.027472527472527486,,0.9625187406296851
2017-05-20,0.500719793290132,0.0328767123287671,,0.968562874251497
2017-05-21,0.5023217917616212,0.030054644808743203,,0.9745889387144993
2017-05-22,0.5016836796941722,0.027247956403269713,,0.9761194029850746
2017-05-23,0.4904871055530357,0.02717391304347827,,0.9538002980625931
2017-05-24,0.4466644889663182,0.04065040650406504,,0.8526785714285714
2017-05-25,0.5014276535078912,0.04594594594594592,,0.9569093610698366
2017-05-26,0.49566093723755666,0.05660377358490565,,0.9347181008902077
2017-05-27,0.5344504181600955,0.09408602150537637,,0.9748148148148148
2017-05-28,0.552231229278043,0.13404825737265413,,0.9704142011834319
2017-05-29,0.6088219496204552,0.24866310160427807,,0.9689807976366323
2017-05-30,0.4504660766961652,0.21066666666666667,,0.6902654867256637
2017-05-31,0.12851737536427163,0.23936170212765961,,0.017673048600883652
2017-06-01,0.2565942424715244,0.40583554376657827,,0.10735294117647058
2017-06-02,0.3135736428687971,0.47883597883597884,,0.14831130690161526
2017-06-03,0.16786341584196718,0.17150395778364114,,0.16422287390029325
2017-06-04,0.14798104338444942,0.2578947368421053,,0.03806734992679356
2017-06-05,0.1287470645116729,0.15223097112860895,,0.10526315789473684
2017-06-06,0.07581495777123858,0.12827225130890052,,0.02335766423357664
2017-06-07,0.059332871529812946,0.057441253263707526,,0.061224489795918366
2017-06-08,0.04714792576419216,0.05208333333333337,,0.042212518195050945
2017-06-09,0.042271972213832686,0.04675324675324677,,0.0377906976744186
2017-06-10,0.17508666912323181,0.05699481865284972,,0.2931785195936139
2017-06-11,0.46197618245141,0.04134366925064603,,0.8826086956521739
2017-06-12,0.4552475121965775,0.03350515463917525,,0.8769898697539797
2017-06-13,0.3673937916994814,0.06426735218508994,,0.6705202312138728
2017-06-14,0.08814518814518814,0.15897435897435896,,0.017316017316017316
2017-06-15,0.21492404755411748,0.4168797953964194,,0.012968299711815562
2017-06-16,0.36911246512993684,0.7295918367346939,,0.008633093525179856
2017-06-17,0.47414889883302624,0.910941475826972,,0.03735632183908046
2017-06-18,0.5448641385488205,0.9720812182741116,,0.11764705882352941
2017-06-19,0.5690526277610533,0.9848101265822785,,0.15329512893982808
2017-06-20,0.5083289981358651,0.9823232323232324,,0.034334763948497854
2017-06-21,0.48896545519971213,0.9622166246851386,,0.015714285714285715
2017-06-22,0.438612463171779,0.8743718592964824,,0.0028530670470756064
2017-06-23,0.40222886275517855,0.7944862155388471,,0.009971509971509971
2017-06-24,0.2984281650071124,0.53,,0.06685633001422475
2017-06-25,0.5874465115620041,0.6109725685785536,,0.5639204545454546
2017-06-26,0.4544458558272468,0.6791044776119404,,0.2297872340425532
2017-06-27,0.4323961928595027,0.7245657568238213,,0.14022662889518414
2017-06-28,0.5007072135785007,0.9405940594059405,,0.06082036775106082
2017-06-29,0.528081188533166,0.9827160493827161,,0.07344632768361582
2017-06-30,0.5010734608516818,0.9852216748768473,,0.01692524682651622
2017-07-01,0.5241391839983389,0.9877149877149877,,0.06056338028169014
2017-07-02,0.6626489203276247,0.9877450980392157,,0.33755274261603374
2017-07-03,0.6910369907420125,0.9902200488997555,,0.39185393258426965
2017-07-04,0.635405192761605,0.9804878048780488,,0.2903225806451613
2017-07-05,0.6363297143674989,0.9659367396593674,,0.3067226890756303
2017-07-06,0.7294707719465001,0.9344660194174758,,0.5244755244755245
2017-07-07,0.6652153475726054,0.9128329297820823,,0.4175977653631285
2017-07-08,0.6204141653022861,0.8768115942028986,,0.36401673640167365
2017-07-09,0.6224871631372286,0.8313253012048193,,0.4136490250696379
2017-07-10,0.6999705787953354,0.8269230769230769,,0.5730180806675939
2017-07-11,0.6638489208633094,0.8776978417266187,,0.45
2017-07-12,0.5747781855344452,0.8971291866028708,,0.2524271844660194
2017-07-13,0.5293718059751816,0.918854415274463,,0.13988919667590027
2017-07-14,0.5383965619442798,0.9357142857142857,,0.14107883817427386
2017-07-15,0.5251702733559928,0.9453681710213777,,0.10497237569060773
2017-07-16,0.47782317372119626,0.9004739336492891,,0.05517241379310345
2017-07-17,0.44734579840962824,0.8037825059101655,,0.09090909090909091
2017-07-18,0.5140276660351406,0.7735849056603774,,0.2544704264099037
2017-07-19,0.5315756302521009,0.7952941176470588,,0.26785714285714285
2017-07-20,0.4464006259780908,0.7816901408450705,,0.1111111111111111
2017-07-21,0.3403965224086491,0.6533957845433256,,0.0273972602739726
2017-07-22,0.21296201593004077,0.397196261682243,,0.028727770177838577
2017-07-23,0.2222429210134128,0.3939393939393939,,0.050546448087431695
2017-07-24,0.33453789777594467,0.5162790697674419,,0.15279672578444747
2017-07-25,0.34529988557122715,0.4617169373549884,,0.22888283378746593
2017-07-26,0.3231150793650794,0.4652777777777778,,0.18095238095238095
2017-07-27,0.30302521588512904,0.4688221709006929,,0.13722826086956522
2017-07-28,0.47256438794715155,0.6751152073732719,,0.2700135685210312
2017-07-29,0.6980796187272218,0.8229885057471265,,0.573170731707317
2017-07-30,0.6203864632344726,0.9403669724770642,,0.3004059539918809
2017-07-31,0.5781619147751871,0.9725400457665904,,0.1837837837837838
2017-08-01,0.5160926552418982,0.9863013698630136,,0.04588394062078273
2017-08-02,0.5648511994302169,0.9908883826879271,,0.13881401617250674
2017-08-03,0.5328857212773768,0.9863636363636363,,0.07940780619111709
2017-08-04,0.5273891814790432,0.9727891156462585,,0.08198924731182795
2017-08-05,0.49553433144037173,0.9615384615384616,,0.02953020134228188
2017-08-06,0.4487197332348901,0.8465011286681716,,0.05093833780160858
2017-08-07,0.3412931003292449,0.6036036036036037,,0.07898259705488621
2017-08-08,0.3430751667367662,0.30112359550561796,,0.3850267379679144
2017-08-09,0.300307734677627,0.21076233183856508,,0.38985313751668893
2017-08-10,0.4326487695749441,0.19463087248322153,,0.6706666666666666
2017-08-11,0.4529555830321476,0.2321428571428571,,0.6737683089214381
2017-08-12,0.5757638132019145,0.34966592427616927,,0.8018617021276596
2017-08-13,0.5375564409030544,0.52,,0.5551128818061088
2017-08-14,0.5239506078446364,0.4789356984478935,,0.5689655172413793
2017-08-15,0.38076832913321224,0.3761061946902655,,0.38543046357615895
2017-08-16,0.29984407302288096,0.36423841059602646,,0.23544973544973544
2017-08-17,0.187851710030901,0.22246696035242286,,0.15323645970937913
2017-08-18,0.15013917480935948,0.167032967032967,,0.13324538258575197
2017-08-19,0.4790063102420082,0.20175438596491224,,0.7562582345191041
2017-08-20,0.40424680409996544,0.12691466083150982,,0.6815789473684211
2017-08-21,0.46427936121742824,0.15720524017467252,,0.771353482260184
2017-08-22,0.29642924536393733,0.30283224400871456,,0.2900262467191601
2017-08-23,0.50389765798621,0.28695652173913044,,0.7208387942332897
2017-08-24,0.5030408513248004,0.3123644251626898,,0.693717277486911
2017-08-25,0.48009082420847127,0.29220779220779225,,0.6679738562091503
2017-08-26,0.3113971769986861,0.22462203023758098,,0.3981723237597911
2017-08-27,0.37648080294924247,0.44396551724137934,,0.3089960886571056
2017-08-28,0.41389028897849456,0.5139784946236559,,0.3138020833333333
2017-08-29,0.4169661842758836,0.43991416309012876,,0.3940182054616385
2017-08-30,0.36565115826357797,0.2676659528907923,,0.4636363636363636
2017-08-31,0.3992483953573448,0.2991452991452992,,0.4993514915693904
2017-09-01,0.45238049206226455,0.3646055437100213,,0.5401554404145078
2017-09-02,0.5990779224353857,0.3702127659574468,,0.8279430789133247
2017-09-03,0.6783151467272338,0.4819532908704883,,0.8746770025839793
2017-09-04,0.797159650082012,0.6059322033898304,,0.9883870967741936
2017-09-05,0.8776903838190101,0.7695560253699789,,0.9858247422680413
2017-09-06,0.939535376244237,0.8945147679324894,,0.9845559845559846
2017-09-07,0.7961182519280205,0.92,,0.6722365038560412
2017-09-08,0.8073240849613272,0.9201680672268908,,0.6944801026957638
2017-09-09,0.8735002418964684,0.9559748427672956,,0.791025641025641
2017-09-10,0.9138415506351154,0.9518828451882845,,0.8758002560819462
2017-09-11,0.8098820539380316,0.9394572025052192,,0.680306905370844
2017-09-12,0.6057790549169859,0.8833333333333333,,0.3282247765006386
2017-09-13,0.5003712503712504,0.9293139293139293,,0.07142857142857142
2017-09-14,0.5869506039062293,0.9356846473029046,,0.23821656050955414
2017-09-15,0.8490390846016469,0.9461697722567288,,0.7519083969465649
2017-09-16,0.937479653879677,0.9359504132231405,,0.9390088945362135
2017-09-17,0.9436129572452772,0.9278350515463918,,0.9593908629441624
2017-09-18,0.9205119779686741,0.9094650205761317,,0.9315589353612167
2017-09-19,0.8882151118966548,0.9055441478439425,,0.8708860759493671
2017-09-20,0.5865461337588859,0.8545081967213115,,0.3185840707964602
2017-09-21,0.586761015058561,0.83640081799591,,0.3371212121212121
2017-09-22,0.5338343155673366,0.8734693877551021,,0.19419924337957126
2017-09-23,0.5518193990570829,0.7963340122199593,,0.30730478589420657
2017-09-24,0.5730710231630618,0.7926829268292683,,0.3534591194968553
2017-09-25,0.5801459121163628,0.8600405679513184,,0.30025125628140703
2017-09-26,0.4930305447045855,0.8016194331983806,,0.18444165621079048
2017-09-27,0.4535923141186299,0.7555555555555555,,0.15162907268170425
2017-09-28,0.44689682667850944,0.7298387096774194,,0.1639549436795995
2017-09-29,0.3479401408450704,0.5633802816901409,,0.1325
2017-09-30,0.29156325677240796,0.35341365461847385,,0.22971285892634208
2017-10-01,0.32047761358127724,0.29058116232464926,,0.35037406483790523
2017-10-02,0.3392727272727273,0.22399999999999998,,0.45454545454545453
2017-10-03,0.2856935382965412,0.3313373253493014,,0.24004975124378108
2017-10-04,0.26708940634975625,0.452191235059761,,0.08198757763975155
2017-10-05,0.37372908948295336,0.5427435387673956,,0.20471464019851116
2017-10-06,0.45748510060777714,0.6349206349206349,,0.28004956629491945
2017-10-07,0.5316831683168317,0.7267326732673267,,0.33663366336633666
2017-10-08,0.4268322771977311,0.6422924901185771,,0.21137206427688504
2017-10-09,0.44557308788078015,0.6429980276134122,,0.24814814814814815
2017-10-10,0.3224802664155267,0.40944881889763785,,0.23551171393341552
2017-10-11,0.15296098793151838,0.16306483300589392,,0.14285714285714285
2017-10-12,0.08999348817017583,0.09019607843137256,,0.0897908979089791
2017-10-13,0.035654182914456885,0.043052837573385516,,0.028255528255528257
2017-10-14,0.05513923504601227,0.029296875,,0.08098159509202454
2017-10-15,0.09307992202729044,0.01949317738791423,,0.16666666666666666
2017-10-16,0.2358050474117608,0.017509727626459193,,0.4541003671970624
2017-10-17,0.1601834927718565,0.023300970873786353,,0.29706601466992666
2017-10-18,0.09116690802737312,0.04069767441860461,,0.14163614163614163
2017-10-19,0.08515355946596215,0.048355899419729176,,0.12195121951219512
2017-10-20,0.1477268986404187,0.08108108108108103,,0.2143727161997564
2017-10-21,0.21960043880005062,0.09248554913294793,,0.3467153284671533
2017-10-22,0.3961702028226937,0.21153846153846156,,0.5808019441069259
2017-10-23,0.4940881053985055,0.2648752399232246,,0.7233009708737864
2017-10-24,0.5665029606408917,0.4578544061302682,,0.6751515151515152
2017-10-25,0.48486914291269867,0.5181644359464628,,0.4515738498789346
2017-10-26,0.4213230475276222,0.6431297709923665,,0.19951632406287786
2017-10-27,0.44518633540372665,0.6476190476190475,,0.2427536231884058
2017-10-28,0.6276894604796653,0.8802281368821293,,0.3751507840772014
2017-10-29,0.6330890926133377,0.8842504743833017,,0.3819277108433735
2017-10-30,0.5672245924953506,0.7878787878787878,,0.34657039711191334
2017-10-31,0.486397139014105,0.7107750472589792,,0.2620192307692308
2017-11-01,0.5943803936669008,0.6641509433962265,,0.524609843937575
2017-11-02,0.6473770136433226,0.7419962335216572,,0.552757793764988
2017-11-03,0.6765544099770384,0.7255639097744361,,0.6275449101796408
2017-11-04,0.593327244001185,0.699812382739212,,0.4868421052631579
2017-11-05,0.587686091310593,0.6329588014981273,,0.5424133811230586
2017-11-06,0.587831508040952,0.7663551401869159,,0.40930787589498807
2017-11-07,0.5476202124063828,0.8544776119402985,,0.24076281287246723
2017-11-08,0.5577480712955574,0.8845437616387337,,0.23095238095238096
2017-11-09,0.5307940184503313,0.7881040892193308,,0.2734839476813318
2017-11-10,0.5180207474913956,0.8163265306122449,,0.21971496437054633
2017-11-11,0.4664162383023593,0.8296296296296296,,0.10320284697508897
2017-11-12,0.516750838801237,0.8853974121996303,,0.1481042654028436
2017-11-13,0.5919354134369745,0.9022140221402214,,0.2816568047337278
2017-11-14,0.6106474406697753,0.9116022099447514,,0.30969267139479906
2017-11-15,0.5625434057920689,0.9338235294117647,,0.1912632821723731
2017-11-16,0.5271161502509953,0.9504587155963302,,0.10377358490566038
2017-11-17,0.6166919064445566,0.9047619047619048,,0.3286219081272085
2017-11-18,0.5843477793311109,0.8098720292504571,,0.3588235294117647
2017-11-19,0.5980458799008466,0.7025547445255474,,0.4935370152761457
2017-11-20,0.43004887246979145,0.4316939890710383,,0.4284037558685446
2017-11-21,0.35167963337951613,0.23090909090909095,,0.47245017584994137
2017-11-22,0.35819268351772593,0.13793103448275867,,0.5784543325526932
2017-11-23,0.3943649885583524,0.14311594202898548,,0.6456140350877193
2017-11-24,0.5160720623278294,0.3779385171790235,,0.6542056074766355
2017-11-25,0.565560114411367,0.3411552346570397,,0.7899649941656943
2017-11-26,0.6985824985824985,0.48108108108108105,,0.916083916083916
2017-11-27,0.7101573688662575,0.48201438848920863,,0.9383003492433062
2017-11-28,0.7103930942340613,0.48473967684021546,,0.936046511627907
2017-11-29,0.6030341063779301,0.2885304659498208,,0.9175377468060395
2017-11-30,0.47147914945896924,0.184257602862254,,0.7587006960556845
2017-12-01,0.3535362522761132,0.13928571428571423,,0.5677867902665121
2017-12-02,0.2075039611804318,0.11408199643493766,,0.30092592592592593
2017-12-03,0.37374262028675453,0.09430604982206403,,0.653179190751445
2017-12-04,0.38869016609305973,0.12611012433392543,,0.651270207852194
2017-12-05,0.3509840732287909,0.12411347517730498,,0.5778546712802768
2017-12-06,0.584221687533135,0.2053097345132744,,0.9631336405529954
2017-12-07,0.6967291106710528,0.39575971731448767,,0.997698504027618
2017-12-08,0.6190476190476191,0.23809523809523814,,1.0
2017-12-09,0.5765845070422535,0.153169014084507,,1.0
2017-12-10,0.5591805598103868,0.11950790861159932,,0.9988532110091743
2017-12-11,0.5342466992222825,0.07192982456140351,,0.9965635738831615
2017-12-12,0.523070649669174,0.04728546409807355,,0.9988558352402745
2017-12-13,0.5151968031968033,0.034965034965035,,0.9954285714285714
2017-12-14,0.5035561452580746,0.013961605584642212,,0.9931506849315068
2017-12-15,0.49469505242372835,0.012195121951219523,,0.9771949828962372
2017-12-16,0.4938585718530256,0.013913043478260834,,0.9738041002277904
2017-12-17,0.4918260570724308,0.00868055555555558,,0.9749715585893061
2017-12-18,0.4887505908303135,0.013864818024263426,,0.9636363636363636
2017-12-19,0.48113872643936384,0.01903114186851207,,0.9432463110102156
2017-12-20,0.38799302104261396,0.031088082901554404,,0.7448979591836735
2017-12-21,0.43969031905338385,0.037931034482758585,,0.8414496036240091
2017-12-22,0.4788718545805718,0.05163511187607572,,0.9061085972850679
2017-12-23,0.5457423262857476,0.12199312714776633,,0.9694915254237289
2017-12-24,0.7472654480406089,0.5351629502572899,,0.9593679458239278
2017-12-25,0.8991849546725147,0.8321917808219178,,0.9661781285231116
2017-12-26,0.9279770154770155,0.9606837606837607,,0.8952702702702703
2017-12-27,0.8671379814724525,0.8771331058020477,,0.8571428571428571
2017-12-28,0.5343586700610609,0.9114139693356048,,0.15730337078651685
2017-12-29,0.8202690166975881,0.9132653061224489,,0.7272727272727273
2017-12-30,0.8996256100253527,0.8743633276740238,,0.9248878923766816
2017-12-31,0.8828249852904891,0.840677966101695,,0.9249720044792833
2018-01-01,0.7242303455637698,0.6565143824027073,,0.7919463087248322
2018-01-02,0.4754869394534199,0.44594594594594594,,0.5050279329608939
2018-01-03,0.43394193417248855,0.4806070826306914,,0.3872767857142857
2018-01-04,0.36073387160343684,0.4427609427609428,,0.2787068004459309
2018-01-05,0.24087795474537252,0.3848739495798319,,0.09688195991091314
2018-01-06,0.17975976289837328,0.24161073825503354,,0.11790878754171301
2018-01-07,0.15159408151870463,0.0820770519262981,,0.22111111111111112
2018-01-08,0.10698536371701452,0.07190635451505012,,0.14206437291897892
2018-01-09,0.2850778644377733,0.08013355592654425,,0.49002217294900224
2018-01-10,0.2244795127353267,0.13666666666666671,,0.3122923588039867
2018-01-11,0.3453444112320174,0.1530782029950083,,0.5376106194690266
2018-01-12,0.3256566509425304,0.21926910299003322,,0.4320441988950276
